"strain" "sex" "age" "litter" "littersize" "femalelitterratio" "cage" "tag" "nosesniff" "bodysniff" "anogenitalsniff" "pawing" "walkingpassive" "notwalkingpassive" "inactive" "rear" "selfgroom" "bigdig" "na" "sniff" "passivepawing" "nonsocial" "chambtime" "chambpref" "champrefchange" "snifftime" "sniffpref" "sniffprefchange" "stimfollowtest" "testfollowstim" "mousewtadj" "brainwt" "ccarea" "ccindex" "ccindexdiv"
"124" "c57bl6/j" "female" 41 "c8t" 8 0.755259164073153 62 41331 0 7.73845423342856 0 0 3.51747919701298 6.33146255462337 0 23.9188585396883 14.0699167880519 3.51747919701298 35.1747919701298 7.73845423342856 9.84894175163635 41.5062545247532 234.967610360467 90.0474674435323 98.4894175163635 95.6754341587531 67.5356005826492 69.646088100857 29.546825254909 194.164851675117 26.4373736447496 0.665788462410617 1.20669234341049 1.3769588828454 "cc1"
"125" "c57bl6/j" "male" 41 "c8t" 8 0.800149575325125 63 41332 0 1.87681059249882 0.31280176541647 0 1.56400882708235 2.50241412333176 0 8.75844943166117 1.87681059249882 5.00482824666353 19.7065112212376 2.18961235791529 4.06642295041411 15.6400882708235 90.7125119707764 18.1425023941553 9.38405296249411 25.0241412333176 22.5217271099859 22.8345288754023 20.0193129866541 67.5651813299576 15.1333494108488 0.305106841987225 0.561034990415673 0.63295859326725 "cc1"
"126" "c57bl6/j" "male" 41 "c8t" 7 0.171783122365072 63 41333 0 2.29304995372631 0 0.286631244215788 2.00641870951052 1.14652497686315 0 16.9112434087315 3.72620617480525 0.573262488431577 10.3187247917684 2.29304995372631 3.43957493058946 21.2107120719683 0 0 6.30588737274734 69.3647611002208 65.3519236811997 65.9251861696313 5.73262488431577 44.1412116092314 14.6583218291954 0.28175851306412 0.519977740131862 0.610940674540832 "cc1"
"127" "c57bl6/j" "female" 41 "c9t" 11 0.222409009927521 64 41334 4.4944858232087 6.42069403315529 0 0 2.56827761326212 2.56827761326212 0 34.6717477790386 6.42069403315529 3.21034701657765 23.7565679226746 10.915179856364 5.13655522652423 44.3027888287715 46.2289970387181 34.6717477790386 35.3138171823541 0 2.56827761326212 1.92620820994659 32.1034701657765 84.7531612376498 23.5767884897462 0.626659737635957 1.15264299283204 1.30950874985658 "cc1"
"128" "c57bl6/j" "female" 41 "c9t" 11 0.462893973011538 64 41335 2.94228135036769 3.78293316475846 0 0 1.26097772158615 2.52195544317231 0 16.8130362878154 3.36260725756307 4.20325907195384 19.3349917309877 6.72521451512615 3.78293316475846 24.3789026173323 31.9447689468492 21.85694717416 23.5382508029415 9.24716995829845 8.40651814390769 8.40651814390769 28.5821616892861 47.9171534202738 15.9135388464172 0.410069955059817 0.754115116617383 0.807796428700972 "cc1"
"129" "c57bl6/j" "female" 41 "c22" 10 0.520029606728402 65 41388 1.31710195086111 1.97565292629166 0 0 2.30492841400694 14.8173969471875 8.56116268059721 8.23188719288193 6.58550975430555 0.658550975430555 10.5368156068889 3.29275487715277 17.1223253611944 24.0371106032152 15.1466724349028 3.29275487715277 3.95130585258333 1.97565292629166 1.31710195086111 1.31710195086111 15.1466724349028 50.0498741327221 12.176607535711 0.290881965847676 0.508789898107892 0.671686364697191 "cc1"
"130" "c57bl6/j" "female" 41 "c22" 7 0.612501557535982 65 41389 0.879943247003032 1.31991487050455 0 0.879943247003032 0.439971623501516 10.1193473405349 2.19985811750758 7.25953178777501 3.73975879976288 0.439971623501516 7.69950341127653 2.19985811750758 11.4392622110394 13.639120328547 13.639120328547 6.15960272902122 5.49964529376895 3.51977298801213 2.63982974100909 2.41984392925834 16.7189216930576 25.9583257865894 7.8666926282071 0.198207216387433 0.350371402375432 0.458378590042093 "cc1"
"131" "c57bl6/j" "male" 41 "c22" 7 0.538711651310402 66 41390 1.40996550076275 3.28991950177975 0 0 2.8199310015255 16.919586009153 9.39977000508501 4.69988500254251 15.039632008136 0 19.7395170106785 4.69988500254251 19.7395170106785 29.1392870157635 27.2593330147465 13.159678007119 23.0294365124583 4.69988500254251 1.879954001017 4.69988500254251 17.8595630096615 69.5582980376291 21.2810792915125 0.428065526031572 0.760986580071673 1.0112897646776 "cc1"
"132" "c57bl6/j" "male" 41 "c22" 10 0.622646573997507 66 41391 1.19767892979543 1.19767892979543 0 0.798452619863619 0.798452619863619 16.767505017136 14.3721471575451 2.39535785959086 11.1783366780907 2.39535785959086 14.3721471575451 2.39535785959086 18.3644102568632 30.3411995548175 24.7520312157722 10.379884058227 9.98065774829524 11.1783366780907 10.379884058227 11.9767892979543 4.79071571918171 46.3102519520899 18.2286733114864 0.360980429440342 0.639297059146204 0.750249817224887 "cc1"
"133" "c57bl6/j" "male" 41 "c23" 7 0.313909651117515 67 41392 3.60354826702085 0 0 0 3.60354826702085 7.80768791187852 0 17.4171499572675 1.20118275567362 4.80473102269447 41.4408050707398 3.60354826702085 11.4112361788994 23.4230637356356 NA NA NA NA NA NA NA NA NA NA NA NA NA
"134" "c57bl6/j" "male" 41 "c23" 8 0.152880794316278 67 41393 2.17291180661416 1.81075983884514 0 0 2.17291180661416 2.89721574215222 0 15.9346865818372 0 5.79443148430444 17.3832944529133 3.9836716454593 5.07012754876638 21.7291180661416 NA NA NA NA NA NA NA NA NA NA NA NA NA
"135" "c57bl6/j" "male" 41 "c23" 7 0.201719231785455 68 41394 3.57897664402149 6.56145718070607 1.19299221467383 0 2.38598442934766 10.7369299320645 0 14.315906576086 4.77196885869532 7.15795328804298 39.3687430842364 11.3334260394014 13.1229143614121 26.2458287228243 293.476084809762 260.072302798895 291.090100380415 113.334260394014 110.948275964666 112.737764286677 34.5967742255411 106.176307105971 NA NA NA NA NA
"136" "c57bl6/j" "male" 41 "c23" 5 0.306565193813175 68 41395 3.17731766103318 4.76597649154977 0 0 1.05910588701106 12.7092706441327 0 12.7092706441327 1.05910588701106 4.23642354804424 36.009600158376 7.94329415258295 13.7683765311438 18.004800079188 NA NA NA NA NA NA NA NA NA NA NA NA NA
"137" "c57bl6/j" "female" 41 "c50" 8 0.676230261348354 69 41497 1.9817988226969 1.18907929361814 0 0 0.39635976453938 5.94539646809069 0 2.17997870496659 2.77451835177566 2.17997870496659 10.5035337602936 3.17087811631504 6.34175623263007 7.13447576170883 NA NA NA NA NA NA NA NA NA NA NA NA NA
"138" "c57bl6/j" "female" 41 "c50" 0 0.529900898331619 69 41498 6.11495957169534 6.11495957169534 0 0 6.11495957169534 11.0069272290516 0 3.6689757430172 9.17243935754301 15.8988948864079 27.517318072629 12.2299191433907 17.121886800747 28.7403099869681 NA NA NA NA NA NA NA NA NA NA NA NA NA
"139" "balb/cj" "female" 41 "b9t" 15 0.0723196896765203 70 21549 7.75696082988433 7.16027153527784 0.596689294606487 0 0 4.7735143568519 0 29.8344647303243 3.58013576763892 4.7735143568519 24.464261078866 15.5139216597687 4.7735143568519 38.1881148548152 NA NA NA NA NA NA NA NA NA NA NA NA NA
"140" "balb/cj" "female" 41 "b9t" 6 0.501888238262058 70 21550 1.42111941900506 0.655901270310027 0 0 1.42111941900506 0.437267513540018 0 4.9192595273252 0 1.09316878385004 4.59130889217019 2.07702068931508 1.85838693254508 6.01242831117524 1.09316878385004 8.74535027080035 8.52671651403035 0 0.655901270310027 0.98385190546504 10.9316878385004 9.61988529788039 4.46887398837898 0.102255008041333 0.184262343868196 0.219120595333855 "cc1"
"141" "balb/cj" "male" 41 "b9t" 11 1.0602694557125 71 21551 0.00472248167435061 0.00550956195340905 0 0 0.00236124083717531 0.00472248167435061 0 0.0456506561853893 0.00393540139529218 0.00157416055811687 0.0322702914413959 0.0102320436277597 0.00708372251152592 0.0511602181387983 0.048798977301623 0.0204640872555193 0.0141674450230518 0.0251865689298699 0.0141674450230518 0.012593284464935 0.0299090506042206 0.107042917951947 0.0361269848087822 0.000730410498966228 0.00131096091279973 0.000969673830338536 "cc0"
"142" "balb/cj" "male" 41 "b9t" 10 0.626476597787118 71 21552 2.59530756540814 1.29765378270407 0 0.865102521802712 2.16275630450678 2.59530756540814 0 22.0601143059692 3.46041008721085 2.16275630450678 18.5997042187583 3.8929613481122 5.62316639171763 27.6832806976868 27.6832806976868 11.2463327834353 3.8929613481122 5.19061513081627 3.46041008721085 3.46041008721085 16.4369479142515 76.9941244404414 17.8903201508801 0.391285870611367 0.693128791493551 0.940457928386536 "cc1"
"143" "balb/cj" "male" 41 "b23" 8 0.28086933999032 72 21598 1.36196652884745 2.17914644615592 0 0 5.44786611538979 2.45153975192541 0 13.347271982705 0.544786611538979 5.99265272692877 7.8994058673152 3.54111297500336 7.8994058673152 19.8847113211727 94.7928704077823 57.7473808231318 58.0197741289013 50.665154873125 42.4933557000404 41.6761757827319 6.53743933846775 68.0983264423724 11.4677581728955 0.239052365143304 0.41663100904055 0.615956408941292 "cc1"
"144" "balb/cj" "male" 41 "b23" 12 0.103275497563054 72 21599 3.35568563306507 6.04023413951712 0.671137126613014 0.671137126613014 10.0670568991952 7.38250839274315 0 35.5702677104897 3.35568563306507 2.68454850645206 22.1475251782295 10.0670568991952 18.1207024185514 41.6105018500069 307.38080398876 242.951639833911 191.274081084709 183.891572691966 169.126555906479 159.059499007284 26.8454850645206 178.522475679062 31.0199579920535 0.623083708347522 1.11857082618338 1.48615416330652 "cc1"
"145" "balb/cj" "male" 41 "b34" 7 0.921459981637426 73 21139 8.09437721008231 3.37265717086763 0 0.674531434173526 1.34906286834705 3.37265717086763 0 30.3539145378087 2.6981257366941 8.09437721008231 31.0284459719822 11.4670343809499 5.39625147338821 41.1464174845851 361.54884871701 333.218528481722 375.714008834654 222.595373277264 215.850058935528 222.595373277264 24.2831316302469 225.293499013958 30.5023114533268 0.649573771109105 1.18724277728882 1.41132573655882 "cc1"
"146" "balb/cj" "male" 41 "b34" 6 0.325124924866378 73 21140 5.4436261110769 1.36090652776923 0 0.453635509256409 1.81454203702563 2.26817754628204 0 13.1554297684359 1.81454203702563 10.4336167128974 23.5890464813333 6.80453263884613 4.53635509256409 25.4035885183589 160.586970276769 60.7871582403588 58.0653451848203 78.9325786106151 68.0453263884613 63.5089712958972 22.6817754628204 92.5416438883074 21.3390143554215 0.429320645960265 0.778111916317333 1.03882764334734 "cc1"
"147" "balb/cj" "female" 41 "b35" 9 0.832628566670875 74 21141 6.12527808408223 4.90022246726578 0.612527808408223 0.612527808408223 9.80044493453157 3.67516685044934 0 41.6518909717592 3.06263904204112 1.83758342522467 18.3758342522467 11.6380283597562 14.0881395933891 46.552113439025 259.711790765087 175.182953204752 201.521648966305 129.855895382543 118.830394831195 120.66797825642 9.80044493453157 52.6773915231072 24.4398595554881 0.586556629331714 1.06917954013272 1.4822617118994 "cc1"
"148" "balb/cj" "female" 41 "b35" 9 0.681415836804594 74 21142 4.67734081149859 5.61280897379831 0 0 6.54827713609803 2.80640448689916 0 28.0640448689916 2.80640448689916 5.61280897379831 13.0965542721961 10.2901497852969 9.35468162299719 36.483258329689 55.1926215756834 105.707902339868 105.707902339868 37.4187264919888 17.7738950836947 14.4997565156456 2.80640448689916 40.2251309788879 17.9609887161546 0.427789590619661 0.762135266507204 1.08085989257917 "cc1"
"149" "balb/cj" "male" 69 "b35" 6 0.276309246623641 75 21143 1.97718102121426 8.30416028909991 0 0 1.97718102121426 2.76805342969997 0 20.5626826206283 1.58174481697141 2.76805342969997 17.3991929866855 10.2813413103142 4.74523445091423 24.9124808672997 164.501460965027 120.212606089827 131.68025601287 88.577709750399 80.668985665542 78.6918046443277 11.8630861272856 95.6955614267704 22.3895978842303 0.382386809502839 0.700277974093668 0.958389625700515 "cc1"
"150" "balb/cj" "male" 69 "b35" 11 0.137125626909975 75 21144 2.55561500996445 5.11123001992891 0 0 5.11123001992891 6.64459902590758 0 33.7341181315308 0 3.06673801195734 18.911551073737 7.66684502989336 11.7558290458365 36.8008561434881 222.8496288689 161.514868629753 166.626098649682 128.802996502208 112.447060438436 114.491552446407 6.13347602391469 85.8686643348056 29.0828988133955 0.478717803666541 0.863194748225634 1.03789104155549 "cc1"
